key,ar,en,es,ja
jobDetails.17.minQualifications.5,إجادة متوسطة في البرمجة باستخدام Python، SQL وإدارة قواعد البيانات.,"Medium proficiency programming Python, SQL and database management.","Dominio intermedio de programación en Python, SQL y gestión de bases de datos.",Python、SQL、データベース管理の中程度のプログラミングスキル。
jobDetails.17.minQualifications.6,قدرات تحليلية مثبتة.,Proven analytical abilities.,Habilidades analíticas comprobadas.,証明された分析能力。
jobDetails.17.minQualifications.7,خبرة في إعداد الوثائق العملية والتقارير.,Experience in generating process documentation and reports.,Experiencia generando documentación de procesos e informes.,プロセス文書やレポートの作成経験。
jobDetails.17.minQualifications.8,مهارات تواصل ممتازة، مع القدرة على تحويل البيانات إلى رؤى قابلة للتنفيذ.,"Excellent communication skills, with an ability to translate data into actionable insights.",Excelentes habilidades de comunicación y capacidad para traducir datos en conocimientos prácticos.,データを実行可能な洞察に変換する能力を備えた優れたコミュニケーションスキル。
jobDetails.17.desiredSkills.0,درجة بكاليريوس (أو ما يعادلها) في تكنولوجيا المعلومات أو علوم الكمبيوتر.,Bachelor’s degree (or equivalent) in information technology or computer science.,Título universitario (o equivalente) en tecnología de la información o ciencias de la computación.,情報技術またはコンピュータサイエンスの学士号（または同等）。
jobDetails.17.desiredSkills.1,معرفة قوية بتطبيقات Microsoft ذات الصلة، بما في ذلك Visio.,"Strong working knowledge of relevant Microsoft applications, including Visio.","Buen dominio de aplicaciones relevantes de Microsoft, incluyendo Visio.",Visioを含む関連するMicrosoftアプリケーションの強力な作業知識。
jobDetails.17.desiredSkills.2,قدرة مثبتة على إدارة المشاريع واختبار المستخدمين.,Proven ability to manage projects and user testing.,Capacidad demostrada para gestionar proyectos y pruebas de usuarios.,プロジェクト管理およびユーザーテストの実績。
jobDetails.17.desiredSkills.3,خبرة واسعة في تصورات البيانات.,Extensive experience with data visualization.,Amplia experiencia en visualización de datos.,データビジュアライゼーションの広範な経験。
jobDetails.17.desiredSkills.4,إجادة عالية في الكتابة التقنية.,High proficiency in technical writing.,Alta competencia en redacción técnica.,技術的な執筆に高い熟練度。
jobDetails.17.hours.0,التزام زمني لا يقل عن 10 ساعات في الأسبوع.,Time commitment of 10+ hours per week.,Compromiso de tiempo de 10+ horas por semana.,毎週10時間以上の時間コミットメント。
jobDetails.17.hours.1,التزام بالمدة لا يقل عن 6 أشهر.,Duration commitment of 6+ months.,Compromiso de duración de 6+ meses.,6ヶ月以上の期間コミットメント。
jobDetails.17.hours.2,سيحتاج مدير المشروع إلى تحديد اجتماعات أسبوعية مع أصحاب المصلحة المعنيين، بناءً على توافر جميع الحضور.,"PM will need to set weekly meetings with relevant stakeholders, defined by the availability of all attendees.","El PM deberá establecer reuniones semanales con las partes interesadas relevantes, según la disponibilidad de los asistentes.",PMは、すべての出席者の可用性に基づいて毎週の会議を設定する必要があります。
jobDetails.17.hours.3,مراجعة والرد على رسائل Slack والبريد الإلكتروني يوميًا.,Review and respond to Slack and Email messages daily.,Revisar y responder mensajes de Slack y correos electrónicos diariamente.,毎日SlackおよびEmailメッセージに返信し、確認する。
jobDetails.17.questions.0,تواصل مع frederick.cosper@virufy.org وسنرد عليك بسرعة.,Reach out to frederick.cosper@virufy.org and we will get back to you promptly.,Contáctanos en frederick.cosper@virufy.org y te responderemos rápidamente.,frederick.cosper@virufy.orgまでご連絡いただければ、迅速に対応いたします。
jobDetails.18.title,مطور بايثون,Python Programmer,Programador Python,Pythonプログラマー
jobDetails.18.description,نبحث عن مطوري بايثون,Looking for Python Programmers,Buscamos programadores de Python,Pythonプログラマーを探しています。
jobDetails.18.minQualifications.0,خبرة لا تقل عن 3 سنوات في بايثون.,3+ years of experience with Python.,3+ años de experiencia con Python.,Pythonでの3年以上の経験。
jobDetails.18.minQualifications.1,خبرة مع الحزم التالية: matplotlib، numpy، multiprocessing، threading.,"Experience with the following packages: matplotlib, numpy, multiprocessing, threading.","Experiencia con los siguientes paquetes: matplotlib, numpy, multiprocessing, threading.",matplotlib、numpy、multiprocessing、threadingのパッケージを使用した経験。
jobDetails.18.minQualifications.2,فهم عملي لمخرجات pcap (API).,A working understanding of pcap (API) output.,Comprensión práctica de la salida de pcap (API).,pcap（API）出力の理解。
jobDetails.18.desiredSkills.0,أنت شغوف بتطوير البرمجيات - هذا ما تفعله حتى في وقت فراغك.,You're passionate about software development - it's what you do even in your free time.,Te apasiona el desarrollo de software: lo haces incluso en tu tiempo libre.,ソフトウェア開発に情熱を持っており、自由時間でも開発に取り組んでいる。
jobDetails.18.desiredSkills.1,مهارات أساسية قوية في البرمجيات: كتابة كود نظيف وموثق جيدًا؛ أسلوب تعاوني؛ فهم قوي للخوارزميات؛ نظرية علوم الكمبيوتر؛ إتقان أكثر من لغة.,"Good software foundational skills: clean, well-documented code; collaborative style; solid algorithms understanding; CS theory; mastery of more than one language.",Buenas bases en desarrollo de software: código limpio y bien documentado; estilo colaborativo; sólida comprensión de algoritmos; teoría de la computación; dominio de más de un lenguaje.,良いソフトウェア基礎スキル：クリーンで文書化されたコード、協力的なスタイル、堅実なアルゴリズムの理解、CS理論、複数の言語に精通していること。
